"pid","mid"
"124777","56277"
"229302","56277"
"592329","56277"
"1134504","56277"
"87944","56328"
"21908","56329"
"56804","56329"
"105421","56329"
"119447","56329"
"21911","56540"
"73774","56540"
"76913","56540"
"99687","56540"
"70673","56550"
"227782","56550"
"229302","56550"
"57609","56563"
"227782","56671"
"240171","56671"
"66717","56712"
"26724","57039"
"26726","57039"
"26729","57039"
"26744","57039"
"26760","57039"
"56830","57039"
"119447","57039"
"592329","57039"
"25245","57040"
"52908","57040"
"62410","57040"
"62417","57040"
"62423","57040"
"227778","57040"
"239010","57040"
"571521","57040"
"1134736","57040"
"1135394","57040"
"35452","57063"
"52908","57063"
"62417","57063"
"239961","57063"
"1173605","57063"
"1173757","57063"
"56861","57100"
"52908","57104"
"62410","57104"
"62423","57104"
"554183","57104"
"571521","57104"
"62410","57286"
"67689","57286"
"134704","57286"
"1134736","57286"
"1337","57395"
"20999","57624"
"1619","57661"
"52908","57661"
"63584","57661"
"64895","57661"
"65938","57661"
"66761","57661"
"83631","57661"
"118350","57661"
"226620","57661"
"551869","57661"
"994641","57661"
"1619","57663"
"25246","57663"
"57607","57663"
"67221","57663"
"70437","57663"
"83693","57663"
"105418","57663"
"116052","57663"
"119447","57663"
"224929","57663"
"1134731","57663"
"1160575","57663"
"1183229","57663"
"124002","57754"
"26729","57822"
"1002925","57822"
"26724","57880"
"56861","57880"
"62419","57880"
"64895","57880"
"88495","57880"
"134704","57880"
"230776","58255"
"1338","58311"
"44917","58311"
"66717","58311"
"83624","58311"
"592329","58311"
"612216","58311"
"612216","58348"
"584527","58358"
"62410","58361"
"134704","58361"
"229302","58361"
"990778","58361"
"134686","58363"
"26724","58365"
"52575","58365"
"131728","58366"
"239091","58366"
"1135238","58366"
"52908","58368"
"57609","58368"
"84205","58368"
"119426","58368"
"1173200","58368"
"1173203","58368"
"57831","58369"
"65986","58371"
"121394","58371"
"1341","58409"
"18899","58409"
"20519","58409"
"25245","58409"
"65975","58409"
"65976","58409"
"70437","58409"
"118745","58409"
"227778","58409"
"227782","58409"
"1265959","58409"
"1341","58412"
"65987","58412"
"70673","58412"
"227778","58412"
"227792","58412"
"1134944","58412"
"1191929","58412"
"21914","58414"
"25246","58414"
"64662","58414"
"65938","58414"
"83358","58414"
"122816","58414"
"227804","58414"
"72731","58452"
"548474","58452"
"994641","58452"
"110845","58457"
"548045","58457"
"1134731","58457"
"25251","58570"
"74947","58679"
"25251","58776"
"66761","58776"
"130561","58776"
"239091","58776"
"118745","58825"
"1065282","58825"
"1132614","58825"
"1173203","58825"
"25251","58838"
"26724","58838"
"227804","58838"
"69033","58882"
"20519","58885"
"25251","58885"
"20519","58888"
"25251","58888"
"20519","58889"
"25251","58889"
"20519","58901"
"25251","58901"
"68561","58953"
"118350","58953"
"148884","58953"
"226620","58953"
"70673","58954"
"70674","58954"
"124002","58954"
"124777","58954"
"229302","58954"
"240169","58954"
"1134505","58954"
"25246","59292"
"65353","59292"
"66717","59292"
"224929","59292"
"65986","59402"
"70674","59402"
"240169","59402"
"240171","59402"
"1109778","59402"
"1364713","59402"
"69636","59405"
"229302","59405"
"25251","59444"
"26724","59444"
"65986","59444"
"66717","59444"
"70590","59444"
"127410","59444"
"130561","59444"
"148884","59444"
"556938","59444"
"1134732","59444"
"88495","59499"
"26724","59843"
"35452","59843"
"57609","59843"
"62410","59843"
"62417","59843"
"62423","59843"
"62424","59843"
"65987","59843"
"69638","59843"
"116351","59843"
"131728","59843"
"134704","59843"
"148884","59843"
"213438","59843"
"239010","59843"
"567303","59843"
"584527","59843"
"1134736","59843"
"1173757","59843"
"78879","59967"
"240171","60060"
"1338","60145"
"57607","60145"
"69637","60145"
"70590","60145"
"88495","60145"
"148891","60145"
"240177","60145"
"565456","60145"
"1135177","60145"
"1135238","60145"
"230776","60231"
"230777","60231"
"1134732","60231"
"118745","60275"
"144860","60275"
"57609","60280"
"94076","60280"
"119426","60280"
"237235","60280"
"548474","60280"
"25246","60282"
"65938","60282"
"955784","60282"
"1134505","60415"
"229302","60568"
"1109778","60568"
"987139","60624"
"20519","60785"
"72731","60785"
"127410","60785"
"26724","60788"
"26724","60802"
"74946","60834"
"99689","60834"
"109434","60834"
"21902","60898"
"231909","60898"
"231913","60898"
"65975","61039"
"65976","61039"
"69636","61040"
"83358","61040"
"84205","61040"
"229302","61040"
"240169","61040"
"65986","61187"
"69636","61187"
"240171","61187"
"68561","61268"
"111298","61268"
"25251","61272"
"88495","61272"
"148891","61272"
"240177","61272"
"545277","61272"
"1173757","61468"
"643","61477"
"56861","61477"
"73774","61477"
"26724","61619"
"62419","61619"
"65992","61619"
"87942","61619"
"127410","61619"
"545277","61619"
"1254216","61619"
"20652","61676"
"83358","61676"
"592329","61676"
"1139041","61676"
"26784","61757"
"44922","61757"
"83358","61757"
"119447","61757"
"122818","61757"
"240169","61757"
"548474","61757"
"70674","62071"
"88351","62071"
"229302","62071"
"26724","62225"
"56861","62225"
"66122","62225"
"70590","62225"
"88495","62225"
"118350","62225"
"21914","62406"
"63584","62445"
"25246","62456"
"25251","62456"
"66717","62456"
"20519","62651"
"25251","62651"
"70673","62762"
"124777","62762"
"584527","62762"
"25246","62845"
"57831","62845"
"1287732","62845"
"54615","62960"
"62420","62960"
"65974","62960"
"239961","62960"
"643","62976"
"25246","62976"
"1341","62977"
"21914","62977"
"77301","62977"
"543848","62977"
"25246","63030"
"26724","63030"
"26726","63030"
"26739","63030"
"62410","63030"
"62417","63030"
"62419","63030"
"66122","63030"
"67689","63030"
"70674","63030"
"83560","63030"
"118745","63030"
"239010","63030"
"10885","63031"
"12672","63031"
"26724","63031"
"62417","63031"
"62419","63031"
"119447","63031"
"548474","63031"
"990443","63031"
"1147123","63031"
"1166375","63031"
"26724","63032"
"62410","63032"
"62417","63032"
"62419","63032"
"62420","63032"
"571521","63032"
"990443","63032"
"1624","63033"
"26724","63033"
"62410","63033"
"62417","63033"
"62419","63033"
"88351","63033"
"224925","63033"
"990443","63033"
"1329775","63033"
"1356792","63033"
"26739","63064"
"73774","63416"
"1134505","63439"
"65992","63444"
"70673","63444"
"70674","63444"
"83631","63444"
"69636","63446"
"229302","63446"
"77303","63458"
"25246","63528"
"26784","63528"
"65986","63528"
"69636","63528"
"88351","63528"
"124777","63528"
"227782","63528"
"584527","63528"
"70437","63719"
"82401","63719"
"83489","63719"
"94076","63719"
"1175533","63719"
"20519","63721"
"21908","63721"
"25245","63721"
"25246","63721"
"62417","63721"
"64662","63721"
"67222","63721"
"70690","63721"
"83489","63721"
"94076","63721"
"239961","63721"
"990443","63721"
"1346930","63721"
"1619","64015"
"695","64083"
"54615","64083"
"57607","64083"
"63584","64083"
"65353","64083"
"67224","64083"
"83689","64083"
"224928","64083"
"240177","64083"
"931174","64083"
"944021","64083"
"1265950","64083"
"1334856","64083"
"35452","64257"
"65976","64257"
"70673","64257"
"240171","64259"
"548610","64259"
"26724","64273"
"118745","64273"
"240171","64273"
"1173757","64273"
"62410","64289"
"65976","64289"
"25251","64300"
"66717","64300"
"62424","64302"
"83693","64302"
"84205","64302"
"127436","64302"
"238973","64302"
"592329","64302"
"1134736","64302"
"1173757","64302"
"70674","64304"
"84205","64304"
"65975","64305"
"65976","64305"
"118745","64305"
"119426","64305"
"119450","64305"
"227782","64305"
"240169","64305"
"240169","64306"
"1134505","64306"
"70673","64307"
"1619","64309"
"67046","64309"
"70673","64309"
"240177","64309"
"18899","64311"
"65986","64311"
"69636","64311"
"62424","64314"
"84205","64314"
"229302","64314"
"62417","64315"
"83686","64315"
"239010","64315"
"1135177","64315"
"26724","64316"
"62410","64316"
"62423","64316"
"118745","64316"
"119454","64316"
"227782","64316"
"1109778","64316"
"1173757","64316"
"231909","64348"
"239961","64348"
"567303","64348"
"1134735","64348"
"1191929","64348"
"118745","64360"
"227782","64360"
"240171","64360"
"548610","64360"
"65986","64363"
"69636","64363"
"88351","64363"
"1134504","64363"
"1134505","64363"
"124002","64364"
"229302","64364"
"1134505","64364"
"1166375","64364"
"21914","64365"
"66717","64365"
"227792","64365"
"239091","64365"
"57609","64366"
"70673","64366"
"1364713","64366"
"18897","64833"
"1624","64885"
"62410","64885"
"121394","64885"
"62410","64891"
"124002","64891"
"140481","64891"
"1134505","64891"
"25249","64895"
"57609","64895"
"227792","64895"
"239961","64895"
"1172165","64895"
"1173757","64895"
"1338","64919"
"18897","64919"
"69636","64987"
"240169","64987"
"109304","64988"
"70674","64989"
"240161","64989"
"1134505","64989"
"1173203","64989"
"70673","64990"
"70674","64990"
"84205","64990"
"127410","64990"
"1134504","64990"
"1134505","64990"
"1173203","64990"
"70673","64992"
"88351","64992"
"1134505","64992"
"69636","64993"
"70673","64993"
"229302","64993"
"240169","64993"
"26775","64994"
"84205","64994"
"229302","64994"
"240171","64994"
"1134505","64994"
"1575541","64994"
"105940","64995"
"240177","64995"
"579216","64995"
"1092474","64995"
"1135177","64995"
"26784","64996"
"57609","64996"
"65986","64996"
"70673","64996"
"70674","64996"
"124777","64996"
"127410","64996"
"1134732","64996"
"18899","64998"
"26775","64998"
"70673","64998"
"121394","64998"
"134704","64998"
"229302","64998"
"584527","64998"
"62410","64999"
"62410","65000"
"1134505","65000"
"12672","65091"
"55674","65091"
"230776","65091"
"109301","65133"
"1595682","65168"
"62410","65191"
"26784","65192"
"65986","65192"
"69636","65192"
"88351","65192"
"124777","65192"
"57609","65193"
"62424","65193"
"70437","65193"
"70673","65193"
"70674","65193"
"127410","65193"
"1134504","65193"
"65986","65194"
"69636","65194"
"88351","65194"
"227782","65194"
"240171","65194"
"124002","65207"
"229302","65207"
"10885","65321"
"25249","65321"
"65974","65321"
"70437","65321"
"70673","65321"
"78877","65321"
"83631","65321"
"122818","65321"
"140481","65321"
"231909","65321"
"1135394","65321"
"1148003","65321"
"1173605","65321"
"1415225","65321"
"56861","65415"
"543169","65415"
"130985","65417"
"543178","65417"
"21914","65505"
"65934","65505"
"1619","65649"
"26785","65649"
"56811","65649"
"65986","65649"
"69636","65649"
"70674","65649"
"116351","65649"
"119447","65649"
"240171","65649"
"77304","65652"
"543848","65652"
"57609","65852"
"62410","65852"
"88351","66008"
"1341","66009"
"67221","66009"
"70690","66009"
"109301","66009"
"119447","66009"
"240171","66009"
"612216","66009"
"227782","66011"
"35452","66013"
"65986","66013"
"69636","66013"
"70673","66013"
"70674","66013"
"127410","66013"
"229302","66013"
"1134732","66013"
"1148003","66013"
"62419","66014"
"67221","66014"
"119447","66014"
"146624","66014"
"239010","66014"
"1136808","66014"
"1160576","66014"
"1416970","66014"
"1624693","66014"
"643","66015"
"56830","66015"
"67221","66015"
"70674","66015"
"26739","66016"
"56830","66016"
"84205","66016"
"20519","66018"
"25246","66018"
"56816","66018"
"82401","66018"
"240171","66018"
"1134729","66018"
"70673","66019"
"35452","66160"
"69636","66160"
"70673","66160"
"124777","66160"
"229302","66160"
"1134505","66160"
"25246","66161"
"56830","66161"
"67221","66161"
"21914","66163"
"65986","66163"
"1275566","66163"
"57609","66167"
"69636","66167"
"70674","66167"
"124777","66167"
"127410","66167"
"62410","66169"
"69637","66171"
"70673","66171"
"88351","66171"
"229302","66171"
"544796","66173"
"1135238","66173"
"134704","66206"
"229302","66206"
"25246","66208"
"69636","66209"
"70673","66209"
"131728","66209"
"229302","66209"
"69636","66210"
"70673","66210"
"70674","66210"
"1134505","66210"
"1134732","66210"
"1148003","66210"
"695","66212"
"26786","66212"
"35452","66212"
"56804","66212"
"134704","66212"
"1191058","66212"
"65986","66217"
"70673","66217"
"240169","66217"
"44917","66657"
"57607","66657"
"66717","66657"
"67221","66657"
"70591","66657"
"130644","66657"
"227782","66657"
"592329","66657"
"990443","66657"
"1134731","66657"
"1135781","66657"
"1413335","66657"
"57609","66723"
"68561","66723"
"148884","66723"
"237235","66723"
"556938","66723"
"1193722","66723"
"63584","66726"
"66717","66726"
"545277","66726"
"26724","66727"
"65938","66727"
"70673","66730"
"56861","66731"
"127410","66731"
"931174","66740"
"1123830","66740"
"62424","66752"
"70673","66752"
"84205","66752"
"240169","66752"
"548610","66752"
"67221","66754"
"83631","66754"
"87944","66754"
"94076","66754"
"118355","66754"
"213438","66754"
"956575","66754"
"1054920","66754"
"1413335","66754"
"69636","66756"
"83631","66756"
"229302","66756"
"548610","66756"
"1109778","66756"
"57609","66758"
"69636","66758"
"70674","66758"
"84205","66758"
"119450","66758"
"240169","66758"
"1109778","66758"
"1134505","66758"
"26784","66759"
"548610","66759"
"116351","66974"
"544796","66974"
"65986","66975"
"70673","66975"
"124777","66975"
"134704","66975"
"229302","66975"
"65992","66977"
"70674","66977"
"131728","66977"
"229302","66977"
"1134505","66980"
"57609","67003"
"62424","67003"
"229302","67003"
"229302","67021"
"240171","67021"
"12672","67041"
"20652","67041"
"65938","67041"
"65987","67041"
"65987","67080"
"65992","67080"
"52908","67097"
"62410","67097"
"65974","67097"
"65987","67097"
"69636","67097"
"227792","67097"
"548045","67097"
"571521","67097"
"57607","67245"
"134703","67245"
"239961","67245"
"548371","67245"
"1136808","67308"
"35452","67335"
"57609","67335"
"62410","67335"
"62423","67335"
"83358","67335"
"119454","67335"
"576408","67335"
"229302","67337"
"548610","67339"
"25251","67340"
"57609","67342"
"62423","67342"
"83560","67342"
"134704","67342"
"239010","67342"
"592328","67342"
"1136808","67342"
"21902","67343"
"62419","67343"
"62423","67343"
"134704","67343"
"239010","67343"
"567303","67343"
"35452","67344"
"62410","67344"
"62417","67344"
"62423","67344"
"134704","67344"
"239010","67344"
"571521","67344"
"57609","67345"
"83560","67345"
"134704","67345"
"148884","67345"
"1135177","67345"
"62423","67346"
"134704","67346"
"239961","67346"
"548616","67346"
"1119170","67346"
"62410","67347"
"62423","67347"
"134704","67347"
"1173757","67347"
"62419","67348"
"121394","67348"
"612216","67348"
"1109778","67348"
"57609","67349"
"94076","67349"
"130644","67349"
"62423","67350"
"88495","67350"
"126852","67350"
"239010","67350"
"589746","67350"
"82177","67414"
"83358","67414"
"1595682","67622"
"213438","67791"
"25251","67793"
"1338","68004"
"12672","68004"
"25249","68004"
"56861","68004"
"1346994","68004"
"163441","68270"
"66717","68422"
"110845","68422"
"144860","68422"
"224929","68422"
"1404511","68422"
"83631","68428"
"1135177","68428"
"54615","68507"
"25251","68559"
"118745","68559"
"70437","68590"
"83358","68590"
"119447","68590"
"229302","68590"
"571521","68590"
"63584","68623"
"77303","68721"
"70673","68742"
"21911","68799"
"62424","68799"
"68557","68832"
"21908","68867"
"64895","68867"
"67221","68867"
"67222","68867"
"70674","68867"
"81081","68867"
"122816","68867"
"144860","68867"
"240171","68867"
"554120","68867"
"579216","68867"
"592328","68867"
"1090949","68867"
"1135177","68867"
"1166375","68867"
"26778","68868"
"44922","68868"
"62419","68868"
"62420","68868"
"84205","68868"
"88495","68868"
"96889","68868"
"230776","68868"
"239010","68868"
"44917","68883"
"69637","68883"
"69638","68883"
"84205","68883"
"148886","68883"
"544796","68883"
"554183","68883"
"74021","68894"
"26724","68913"
"130644","68913"
"18899","68942"
"26786","68942"
"35452","68942"
"57609","68942"
"62410","68942"
"62423","68942"
"62424","68942"
"134704","68942"
"148884","68942"
"239010","68942"
"239961","68942"
"1173757","68942"
"1201408","68942"
"26729","68981"
"1336","68989"
"1336","68996"
"1619","68996"
"18897","68996"
"44917","68996"
"70690","68996"
"239961","68996"
"65986","69004"
"70674","69004"
"83624","69004"
"12466","69011"
"18899","69011"
"25245","69011"
"56816","69011"
"66761","69011"
"110845","69011"
"1193722","69011"
"643","69046"
"65974","69046"
"65987","69046"
"78877","69046"
"83631","69046"
"35452","69155"
"1173203","69155"
"62423","69161"
"612216","69161"
"1340","69310"
"1619","69310"
"11401","69310"
"20519","69310"
"20654","69310"
"21914","69310"
"25246","69310"
"56861","69310"
"72731","69310"
"74946","69310"
"77303","69310"
"78877","69310"
"99687","69310"
"99689","69310"
"109809","69310"
"112563","69310"
"116636","69310"
"1184600","69310"
"78877","69464"
"18897","69482"
"62410","69482"
"12672","69521"
"78877","69521"
"134704","69538"
"227782","69538"
"87840","69586"
"227804","69586"
"1338","69594"
"26760","69594"
"240177","69594"
"556800","69594"
"579216","69594"
"1065282","69594"
"83630","69599"
"110844","69599"
"1135394","69599"
"1265959","69599"
"1275569","69599"
"26724","69606"
"62417","69606"
"224929","69606"
"548474","69606"
"21908","69619"
"25251","69619"
"105421","69619"
"143602","69619"
"57607","69727"
"70690","69727"
"119447","69727"
"122820","69727"
"553882","69727"
"556938","69727"
"1134729","69727"
"63584","69845"
"26728","69865"
"26729","69865"
"68557","69865"
"69636","69865"
"83693","69865"
"1619","69957"
"26785","69957"
"56811","69957"
"68557","69957"
"1341","70057"
"84205","70057"
"584527","70057"
"83631","70530"
"84205","70530"
"118745","70530"
"1619","70542"
"69638","70542"
"70591","70542"
"70674","70542"
"25245","70573"
"57607","70573"
"62417","70573"
"65992","70573"
"67221","70573"
"116351","70573"
"571521","70573"
"1195555","70573"
"1623210","70573"
"25245","70614"
"1337","70697"
"44917","70697"
"65974","70697"
"65987","70697"
"70674","70697"
"83624","70697"
"122818","70697"
"65974","70916"
"83631","70916"
"109301","70916"
"109301","71359"
"26775","71518"
"84205","71518"
"131728","71518"
"240171","71518"
"1134505","71518"
"1148003","71518"
"548610","71596"
"227782","71598"
"612216","71598"
"69033","71927"
"990778","71987"
"72731","72063"
"21908","72074"
"88351","72074"
"70674","72121"
"119426","72121"
"131728","72121"
"148886","72121"
"26726","72222"
"62410","72222"
"62423","72222"
"240161","72222"
"1109778","72222"
"1624","72256"
"10885","72256"
"1341","72408"
"63584","72408"
"67222","72408"
"94076","72408"
"110847","72408"
"118355","72408"
"62410","72435"
"87944","72435"
"118352","72435"
"148884","72435"
"554120","72435"
"25246","72445"
"26744","72445"
"20654","72502"
"21911","72502"
"66717","72502"
"695","72507"
"21902","72507"
"65974","72507"
"82177","72507"
"87944","72507"
"554183","72507"
"1334856","72507"
"64496","72650"
"66717","72650"
"18897","72680"
"83358","72681"
"567303","72865"
"57831","72896"
"20519","72897"
"1414273","72967"
"35452","73414"
"57607","73414"
"67221","73414"
"92833","73414"
"119447","73414"
"122816","73414"
"213438","73414"
"568979","73414"
"1201408","73414"
"1265959","73414"
"1269703","73414"
"1596465","73414"
"57607","73417"
"57609","73417"
"67221","73417"
"82177","73417"
"131728","73417"
"213438","73417"
"567303","73417"
"990443","73417"
"1201400","73417"
"1136808","73635"
"26726","73652"
"62410","73652"
"227782","73652"
"1173757","73652"
"987137","73664"
"1337","73673"
"1619","73673"
"62419","73673"
"64662","73673"
"87840","73673"
"116906","73673"
"592329","73673"
"57609","73748"
"229302","73748"
"26784","73749"
"62424","73749"
"69636","73749"
"84205","73749"
"115610","73749"
"229302","73749"
"1134732","73749"
"26784","73751"
"62424","73751"
"70674","73751"
"84205","73751"
"229302","73751"
"1134505","73751"
"26784","73752"
"240169","73752"
"1134505","73752"
"229302","73754"
"327585","73754"
"25251","73800"
"56804","73841"
"70674","73841"
"82401","73841"
"121394","73841"
"612216","73841"
"1109778","73841"
"20999","73873"
"66717","73884"
"68562","73884"
"88495","73884"
"955784","73884"
"20654","73897"
"26724","74095"
"63584","74095"
"144860","74095"
"26728","74100"
"62417","74100"
"105940","74100"
"327585","74100"
"20519","74227"
"65992","74257"
"1338","74258"
"20519","74258"
"67221","74258"
"70437","74258"
"83489","74258"
"83624","74258"
"88495","74258"
"122816","74258"
"227778","74258"
"556800","74258"
"65975","74262"
"65976","74262"
"227782","74262"
"612216","74262"
"26784","74263"
"229302","74263"
"1134504","74263"
"70673","74265"
"227782","74265"
"1109778","74265"
"1574333","74265"
"18897","74266"
"62410","74266"
"62423","74266"
"544796","74266"
"576408","74266"
"88351","74268"
"548610","74268"
"1134505","74268"
"69636","74269"
"62424","74270"
"69636","74270"
"1173203","74270"
"26784","74272"
"65986","74272"
"88351","74272"
"124777","74272"
"88495","74273"
"239010","74273"
"567303","74273"
"612216","74273"
"1173605","74273"
"105421","74274"
"127436","74274"
"18899","74287"
"26784","74287"
"57607","74287"
"65959","74287"
"65986","74287"
"69636","74287"
"70673","74287"
"88351","74287"
"115610","74287"
"119447","74287"
"134704","74287"
"592329","74287"
"1297514","74287"
"1749439","74287"
"1910037","74287"
"1910038","74287"
"70690","74497"
"1119170","74497"
"1135781","74497"
"1136808","74497"
"10885","74639"
"127436","74639"
"567303","74639"
"21908","74641"
"130985","74641"
"240171","74641"
"21911","74887"
"83631","74887"
"956575","74887"
"1135177","74887"
"20652","74888"
"21908","74888"
"21914","75181"
"25249","75181"
"25251","75181"
"63584","75181"
"84205","75181"
"130561","75181"
"148884","75181"
"1619","75185"
"143602","75185"
"87942","75188"
"127410","75188"
"1338","75197"
"44917","75197"
"57607","75197"
"66717","75197"
"70437","75197"
"70591","75197"
"83358","75197"
"94076","75197"
"140481","75197"
"956575","75197"
"1134165","75197"
"1147123","75197"
"1148003","75197"
"1178954","75197"
"1195556","75197"
"1319985","75197"
"1329775","75197"
"1413335","75197"
"1417211","75197"
"1624693","75197"
"62423","75256"
"148884","75256"
"1135238","75256"
"63584","75338"
"87942","75338"
"270960","75338"
"1160575","75338"
"1339","75463"
"21908","75463"
"71051","75463"
"77301","75463"
"1184600","75463"
"1287732","75463"
"65938","75464"
"109809","75464"
"25246","75465"
"25249","75465"
"72731","75465"
"87942","75465"
"122816","75465"
"548474","75465"
"588144","75465"
"994641","75465"
"87944","75519"
"227782","75519"
"35452","75520"
"70673","75520"
"70674","75520"
"229302","75520"
"1134505","75520"
"83358","75569"
"71051","75677"
"99687","75677"
"99689","75677"
"26724","75678"
"21914","75694"
"131728","75694"
"82401","75696"
"84205","75696"
"116351","75696"
"240171","75696"
"1134505","75696"
"72731","75697"
"87942","75697"
"1624","75699"
"62410","75699"
"70673","75699"
"229302","75699"
"1329775","75700"
"65986","75701"
"69636","75701"
"88351","75701"
"124777","75701"
"240169","75701"
"83631","75704"
"84205","75704"
"87944","75704"
"65986","75708"
"83358","75708"
"229302","75708"
"99689","75812"
"229302","75829"
"576408","75829"
"227782","75832"
"57609","75835"
"148884","75835"
"543178","75835"
"124002","75837"
"62410","75840"
"576426","75840"
"1595682","75840"
"57609","75841"
"229302","75841"
"62420","75842"
"69636","75842"
"83358","75842"
"229302","75842"
"131728","75843"
"65986","75844"
"69636","75844"
"229302","75844"
"1134505","75844"
"121394","75845"
"1336","75948"
"25251","75948"
"83635","75948"
"21910","75983"
"21914","75983"
"944021","75983"
"695","76131"
"1336","76163"
"1619","76257"
"26739","76257"
"70437","76257"
"26739","76275"
"56861","76275"
"64496","76275"
"66717","76275"
"695","76293"
"62410","76293"
"592329","76294"
"86318","76337"
"18897","76349"
"998494","76349"
"1184600","76349"
"83630","76520"
"1134505","76520"
"1148003","76520"
"240169","76521"
"579216","76521"
"579216","76523"
"20519","76544"
"57831","76544"
"26724","76612"
"1031246","76758"
"56861","76983"
"83631","76983"
"109301","76983"
"121394","76983"
"70673","77059"
"83358","77059"
"548610","77061"
"20652","77093"
"65353","77099"
"73774","77099"
"76913","77099"
"99687","77099"
"130985","77099"
"83358","77132"
"116351","77132"
"1595682","77487"
"109809","77544"
"65987","77633"
"76913","77633"
"96613","77633"
"99687","77633"
"120725","78022"
"1337","78027"
"86318","78027"
"12672","78031"
"1337","78033"
"68557","78033"
"70437","78033"
"83358","78033"
"213438","78033"
"240171","78033"
"1135238","78033"
"695","78035"
"62410","78035"
"118745","78035"
"227782","78035"
"240161","78035"
"1109778","78035"
"1275566","78035"
"26724","78128"
"18897","78149"
"1337","78166"
"26760","78166"
"62423","78166"
"67046","78166"
"110844","78166"
"116906","78166"
"592329","78166"
"65934","78172"
"111298","78172"
"63584","78194"
"66717","78194"
"544796","78194"
"1193722","78194"
"25249","78195"
"69637","78195"
"70674","78195"
"1341","78196"
"65934","78196"
"120419","78196"
"120725","78196"
"127436","78196"
"944021","78196"
"583878","78385"
"66717","78428"
"231909","78428"
"556800","78428"
"1160576","78428"
"76913","79064"
"99687","79064"
"130985","79064"
"543178","79064"
"1619","79093"
"12672","79093"
"25246","79093"
"26784","79093"
"119447","79093"
"134703","79093"
"148886","79093"
"1275566","79093"
"1275569","79093"
"74021","79279"
"76913","79279"
"130985","79279"
"1287732","79279"
"121394","79321"
"54615","79322"
"56861","79434"
"66717","79434"
"68561","79434"
"26724","79577"
"65938","79865"
"122816","79865"
"588138","79865"
"975322","79865"
"119447","79871"
"1135177","79871"
"1135394","79871"
"1591060","79871"
"588144","79872"
"1619","79953"
"25251","79992"
"66717","79992"
"62423","80268"
"66717","80268"
"68557","80268"
"119447","80268"
"553881","80268"
"118745","80474"
"227782","80474"
"240171","80474"
"548610","80474"
"1134732","80474"
"21914","80477"
"65992","80479"
"88495","80479"
"94077","80479"
"556800","80479"
"62410","80485"
"579216","80485"
"1135394","80485"
"26786","80606"
"44922","80606"
"62419","80606"
"62420","80606"
"83686","80606"
"84205","80606"
"88495","80606"
"119454","80606"
"231909","80606"
"239010","80606"
"589746","80606"
"554120","80640"
"612216","80640"
"589911","80644"
"57831","80779"
"88495","80779"
"66717","80794"
"1134729","80794"
"1416970","80794"
"25246","81128"
"65353","81128"
"70437","81128"
"140481","81128"
"1135394","81128"
"56861","81221"
"66717","81344"
"66761","81344"
"88351","81344"
"99687","81344"
"134704","81344"
"21911","81639"
"26739","81639"
"77301","81639"
"120725","81669"
"227792","81669"
"26724","81709"
"62417","81709"
"567303","81709"
"592328","81709"
"592329","81709"
"26724","81750"
"67689","81750"
"20519","81752"
"1336","81870"
"109809","81870"
"240171","81870"
"1173757","81937"
"21908","82061"
"21910","82061"
"84205","82161"
"1624","82190"
"20652","82190"
"64496","82190"
"130644","82190"
"25246","82952"
"68557","82952"
"70437","82952"
"87840","82952"
"70437","83016"
"87942","83016"
"20652","83048"
"78878","83048"
"548474","83048"
"1054920","83048"
"77301","83277"
"998494","83277"
"20652","83517"
"103598","83706"
"1337","83721"
"21914","83721"
"25251","83721"
"26760","83721"
"65934","83721"
"592329","83721"
"1094209","83721"
"1134732","83721"
"62424","83876"
"69636","83876"
"229302","83876"
"612216","83876"
"1134732","83876"
"1173203","83876"
"1173757","83876"
"81081","83914"
"229302","83914"
"26778","83960"
"83631","83960"
"94076","83960"
"1195450","83960"
"1357125","83960"
"1415348","83960"
"26724","84275"
"576408","84275"
"1277930","84369"
"77304","84700"
"21908","84702"
"26724","84702"
"70590","84702"
"144860","84702"
"69033","84703"
"26724","84819"
"1357125","84825"
"227782","85012"
"65975","85014"
"65976","85014"
"612216","85014"
"1134732","85014"
"26739","85020"
"124002","85258"
"134703","85258"
"1134504","85258"
"124002","85259"
"57831","85502"
"25246","85508"
"66717","85508"
"68562","85508"
"88495","85508"
"105421","85532"
"1341","85590"
"25251","85590"
"65934","85590"
"88495","85590"
"240177","85590"
"1173215","85590"
"57609","85795"
"118352","85795"
"119426","85795"
"990443","85795"
"1134731","85795"
"240177","85874"
"87944","85877"
"1172981","85877"
"10885","85878"
"109813","85878"
"62410","86124"
"124002","86275"
"134704","86275"
"229302","86275"
"71051","86409"
"86318","86409"
"115610","86409"
"62419","86425"
"548610","86851"
"1109778","86851"
"1173757","86851"
"26784","87036"
"70673","87036"
"124002","87036"
"124777","87036"
"229302","87036"
"1134504","87036"
"83560","87953"
"213438","87953"
"57609","88046"
"62410","88046"
"1173757","88046"
"69636","88048"
"229302","88048"
"1134504","88048"
"18899","88141"
"70673","88141"
"116351","88141"
"62410","88159"
"548610","88377"
"548610","88381"
"695","88553"
"26786","88553"
"121709","88553"
"134704","88553"
"239961","88553"
"118745","88631"
"548610","88631"
"88351","88633"
"118745","88633"
"1109778","88633"
"26784","88806"
"70690","88806"
"83630","88806"
"119447","88806"
"134704","88806"
"227778","88806"
"239010","88806"
"1277930","88806"
