"mid","gid"
"52388","27"
"52391","27"
"52854","27"
"54117","27"
"56238","27"
"56328","27"
"56563","27"
"57100","27"
"60275","27"
"60898","27"
"63444","27"
"64305","27"
"64306","27"
"64309","27"
"64992","27"
"66014","27"
"66206","27"
"67339","27"
"67342","27"
"67343","27"
"67344","27"
"67345","27"
"67346","27"
"67347","27"
"67348","27"
"67349","27"
"67350","27"
"68270","27"
"68559","27"
"69011","27"
"69594","27"
"71359","27"
"72256","27"
"72408","27"
"73748","27"
"74273","27"
"75338","27"
"75835","27"
"78195","27"
"78428","27"
"80640","27"
"80794","27"
"82161","27"
"83960","27"
"85012","27"
"85259","27"
"85532","27"
"88377","27"
"88381","27"
"88922","27"
"89475","27"
"89992","27"
"90965","27"
"93532","27"
"96989","27"
"97812","27"
"98164","27"
"101189","27"
"102468","27"
"104262","27"
"104272","27"
"104313","27"
"104583","27"
"104597","27"
"104599","27"
"104639","27"
"104681","27"
"104683","27"
"104684","27"
"104876","27"
"105002","27"
"105010","27"
"105014","27"
"105825","27"
"105826","27"
"106444","27"
"106452","27"
"106463","27"
"106465","27"
"106468","27"
"106470","27"
"106473","27"
"106517","27"
"106652","27"
"106654","27"
"106656","27"
"106661","27"
"106664","27"
"106703","27"
"106708","27"
"106713","27"
"106714","27"
"106718","27"
"106720","27"
"107374","27"
"107491","27"
"107807","27"
"107905","27"
"108268","27"
"108364","27"
"108431","27"
"108811","27"
"109105","27"
"109967","27"
"112219","27"
"112594","27"
"114007","27"
"114183","27"
"115738","27"
"115960","27"
"117326","27"
"119337","27"
"119865","27"
"120884","27"
"121752","27"
"124670","27"
"124870","27"
"127205","27"
"127231","27"
"128387","27"
"128800","27"
"129123","27"
"130532","27"
"131115","27"
"132169","27"
"137916","27"
"138448","27"
"138567","27"
"141335","27"
"141337","27"
"141365","27"
"141388","27"
"141390","27"
"142050","27"
"143217","27"
"143627","27"
"143865","27"
"146368","27"
"147755","27"
"152041","27"
"153270","27"
"153295","27"
"153618","27"
"154524","27"
"154529","27"
"156045","27"
"157421","27"
"160703","27"
"160750","27"
"163607","27"
"163622","27"
"168809","27"
"172669","27"
"172698","27"
"172726","27"
"172735","27"
"172738","27"
"172744","27"
"172773","27"
"172780","27"
"172794","27"
"172806","27"
"172928","27"
"172947","27"
"172968","27"
"172969","27"
"173018","27"
"173027","27"
"173105","27"
"173106","27"
"173113","27"
"173116","27"
"173123","27"
"173124","27"
"178121","27"
"178674","27"
"181738","27"
"181870","27"
"182227","27"
"185162","27"
"186346","27"
"186391","27"
"186412","27"
"186903","27"
"186920","27"
"187689","27"
"190423","27"
"191531","27"
"192881","27"
"197167","27"
"197245","27"
"198075","27"
"198690","27"
"200170","27"
"204315","27"
"204932","27"
"208621","27"
"210911","27"
"213646","27"
"218697","27"
"220655","27"
"220885","27"
"221076","27"
"222832","27"
"228269","27"
"229156","27"
"246409","27"
"250638","27"
"252864","27"
"253400","27"
"254250","27"
"254280","27"
"254672","27"
"257501","27"
"258612","27"
"260579","27"
"261427","27"
"261472","27"
"261478","27"
"261487","27"
"263250","27"
"264718","27"
"270913","27"
"271347","27"
"271564","27"
"271643","27"
"273889","27"
"278070","27"
"280928","27"
"284017","27"
"286967","27"
"287779","27"
"287783","27"
"289732","27"
"290281","27"
"292238","27"
"293021","27"
"293183","27"
"293883","27"
"293976","27"
"293980","27"
"294966","27"
"296483","27"
"300980","27"
"301915","27"
"303458","27"
"303462","27"
"303492","27"
"303496","27"
"303501","27"
"303534","27"
"303536","27"
"303540","27"
"307150","27"
"307544","27"
"308498","27"
"308520","27"
"315151","27"
"317176","27"
"332393","27"
"337422","27"
"341405","27"
"342127","27"
"345801","27"
"349942","27"
"356660","27"
"358618","27"
"360052","27"
"360227","27"
"360609","27"
"362028","27"
"367224","27"
"367953","27"
"368076","27"
"368672","27"
"371451","27"
"374651","27"
"376042","27"
"376549","27"
"377859","27"
"378014","27"
"379599","27"
"379685","27"
"384521","27"
"384617","27"
"384766","27"
"387749","27"
"394051","27"
"395575","27"
"395896","27"
"396520","27"
"398655","27"
"399182","27"
"400820","27"
"401195","27"
"402063","27"
"402504","27"
"402805","27"
"403645","27"
"403646","27"
"403647","27"
"403652","27"
"403657","27"
"403675","27"
"403678","27"
"403679","27"
"403866","27"
"407526","27"
"409489","27"
"411443","27"
"420296","27"
"421866","27"
"422372","27"
"423789","27"
"424254","27"
"425985","27"
"433243","27"
"433311","27"
"442685","27"
"446830","27"
"447242","27"
"447344","27"
"447357","27"
"447717","27"
"447729","27"
"447731","27"
"447755","27"
"447798","27"
"447821","27"
"447872","27"
"447952","27"
"448102","27"
"448434","27"
"448641","27"
"448645","27"
"448651","27"
"448680","27"
"450408","27"
"450423","27"
"450440","27"
"450445","27"
"450453","27"
"450518","27"
"450838","27"
"451050","27"
"457061","27"
"457471","27"
"458461","27"
"462608","27"
"462773","27"
"469674","27"
"475330","27"
"476819","27"
"478282","27"
"478954","27"
"478984","27"
"482236","27"
"482242","27"
"482244","27"
"482245","27"
"482257","27"
"482352","27"
"482374","27"
"482377","27"
"482565","27"
"483285","27"
"483291","27"
"483386","27"
"483469","27"
"483590","27"
"483644","27"
"483788","27"
"484290","27"
"484325","27"
"484330","27"
"484370","27"
"484371","27"
"484535","27"
"24","28"
"79","28"
"82","28"
"87","28"
"146","28"
"285","28"
"393","28"
"604","28"
"605","28"
"944","28"
"1436","28"
"1494","28"
"1499","28"
"1729","28"
"1735","28"
"1996","28"
"2008","28"
"2085","28"
"2109","28"
"2137","28"
"2140","28"
"2463","28"
"2644","28"
"2645","28"
"2646","28"
"2647","28"
"2648","28"
"4108","28"
"4588","28"
"5174","28"
"5175","28"
"6038","28"
"7549","28"
"8393","28"
"8584","28"
"8697","28"
"9048","28"
"9050","28"
"9053","28"
"9056","28"
"9404","28"
"9449","28"
"9455","28"
"9460","28"
"9461","28"
"9470","28"
"9471","28"
"9550","28"
"9581","28"
"9594","28"
"9696","28"
"10027","28"
"10034","28"
"10044","28"
"10109","28"
"10204","28"
"10222","28"
"10257","28"
"10265","28"
"10275","28"
"10348","28"
"10431","28"
"10610","28"
"10616","28"
"10617","28"
"10618","28"
"10619","28"
"10620","28"
"10622","28"
"10623","28"
"10703","28"
"10753","28"
"10771","28"
"10775","28"
"10796","28"
"10835","28"
"10852","28"
"10855","28"
"10951","28"
"10974","28"
"10975","28"
"11018","28"
"11134","28"
"11143","28"
"11198","28"
"11205","28"
"11220","28"
"11230","28"
"11471","28"
"11537","28"
"11563","28"
"11636","28"
"11647","28"
"11653","28"
"11690","28"
"11702","28"
"11713","28"
"11770","28"
"11782","28"
"11817","28"
"11841","28"
"11847","28"
"11891","28"
"11937","28"
"11950","28"
"12207","28"
"12211","28"
"12289","28"
"12434","28"
"12481","28"
"12543","28"
"12780","28"
"13099","28"
"13127","28"
"13481","28"
"13513","28"
"13514","28"
"13807","28"
"13836","28"
"14016","28"
"14044","28"
"14164","28"
"14172","28"
"14310","28"
"14392","28"
"14449","28"
"14538","28"
"14539","28"
"14756","28"
"14797","28"
"14808","28"
"14816","28"
"15026","28"
"15136","28"
"15384","28"
"15724","28"
"15770","28"
"15860","28"
"15923","28"
"15939","28"
"16036","28"
"16269","28"
"16321","28"
"16407","28"
"16411","28"
"16687","28"
"17082","28"
"17108","28"
"17457","28"
"17467","28"
"17653","28"
"17808","28"
"17809","28"
"17811","28"
"18060","28"
"18305","28"
"18665","28"
"18666","28"
"18667","28"
"18670","28"
"18672","28"
"18674","28"
"18707","28"
"18725","28"
"18731","28"
"18735","28"
"18741","28"
"18758","28"
"18760","28"
"18763","28"
"18764","28"
"18767","28"
"18812","28"
"18813","28"
"18814","28"
"18816","28"
"18817","28"
"18852","28"
"18855","28"
"18857","28"
"18860","28"
"18867","28"
"18899","28"
"19156","28"
"19267","28"
"19274","28"
"19464","28"
"19503","28"
"19528","28"
"20002","28"
"20083","28"
"20188","28"
"20811","28"
"20966","28"
"21519","28"
"21521","28"
"21522","28"
"21537","28"
"21621","28"
"21708","28"
"21733","28"
"21964","28"
"21990","28"
"22124","28"
"22411","28"
"22809","28"
"22980","28"
"23172","28"
"24163","28"
"24444","28"
"24546","28"
"24993","28"
"25074","28"
"25124","28"
"25384","28"
"25423","28"
"25425","28"
"25474","28"
"25536","28"
"25539","28"
"25645","28"
"25655","28"
"25661","28"
"25664","28"
"25676","28"
"25772","28"
"26010","28"
"26150","28"
"26259","28"
"26480","28"
"26499","28"
"26569","28"
"26582","28"
"26615","28"
"26875","28"
"26877","28"
"26929","28"
"27073","28"
"27578","28"
"28039","28"
"28366","28"
"28578","28"
"28772","28"
"29014","28"
"29363","28"
"29459","28"
"29594","28"
"30421","28"
"30596","28"
"30600","28"
"30942","28"
"31027","28"
"31642","28"
"31680","28"
"32091","28"
"32151","28"
"32164","28"
"32229","28"
"32233","28"
"32249","28"
"32388","28"
"32520","28"
"32654","28"
"32909","28"
"32982","28"
"33338","28"
"33537","28"
"33542","28"
"33840","28"
"34179","28"
"34216","28"
"34658","28"
"34777","28"
"34800","28"
"34856","28"
"35038","28"
"35117","28"
"35138","28"
"35170","28"
"35854","28"
"36222","28"
"36244","28"
"36261","28"
"36273","28"
"36276","28"
"36586","28"
"36640","28"
"36669","28"
"36682","28"
"36931","28"
"37030","28"
"37032","28"
"37034","28"
"37472","28"
"37702","28"
"37848","28"
"37849","28"
"37850","28"
"37868","28"
"37984","28"
"38030","28"
"38034","28"
"38040","28"
"38097","28"
"38099","28"
"38155","28"
"38264","28"
"38425","28"
"38575","28"
"38955","28"
"39027","28"
"39245","28"
"39448","28"
"39751","28"
"39776","28"
"39828","28"
"39854","28"
"39865","28"
"39881","28"
"39900","28"
"39901","28"
"39915","28"
"40006","28"
"40025","28"
"40027","28"
"40029","28"
"40067","28"
"40077","28"
"40081","28"
"40107","28"
"40118","28"
"40166","28"
"40213","28"
"40226","28"
"40346","28"
"40359","28"
"40388","28"
"40390","28"
"40435","28"
"40486","28"
"40751","28"
"40829","28"
"40830","28"
"40832","28"
"40980","28"
"41072","28"
"41158","28"
"41161","28"
"41196","28"
"41244","28"
"41289","28"
"41377","28"
"41378","28"
"41380","28"
"41383","28"
"41387","28"
"41392","28"
"41541","28"
"41546","28"
"41673","28"
"41819","28"
"41980","28"
"42120","28"
"42230","28"
"42287","28"
"42324","28"
"42380","28"
"42544","28"
"42842","28"
"42845","28"
"43279","28"
"43636","28"
"43637","28"
"43672","28"
"44092","28"
"44133","28"
"44154","28"
"44245","28"
"44249","28"
"44263","28"
"44267","28"
"44424","28"
"44554","28"
"44596","28"
"44616","28"
"44777","28"
"44852","28"
"44865","28"
"44914","28"
"44924","28"
"44971","28"
"45011","28"
"45197","28"
"45217","28"
"45303","28"
"45304","28"
"45379","28"
"45381","28"
"45383","28"
"45391","28"
"45394","28"
"45395","28"
"45396","28"
"45401","28"
"45405","28"
"45408","28"
"45410","28"
"45414","28"
"45425","28"
"45429","28"
"45432","28"
"45435","28"
"45437","28"
"45438","28"
"45440","28"
"45442","28"
"45443","28"
"45447","28"
"45450","28"
"45454","28"
"45459","28"
"45460","28"
"45475","28"
"45479","28"
"45482","28"
"45484","28"
"45504","28"
"45507","28"
"45508","28"
"45509","28"
"45682","28"
"45736","28"
"45815","28"
"45863","28"
"45871","28"
"45912","28"
"45925","28"
"46111","28"
"46114","28"
"46124","28"
"46155","28"
"46528","28"
"46736","28"
"46839","28"
"47253","28"
"47423","28"
"47537","28"
"47647","28"
"47648","28"
"47854","28"
"47971","28"
"48297","28"
"48298","28"
"48299","28"
"48300","28"
"48301","28"
"48417","28"
"48492","28"
"48773","28"
"48938","28"
"48940","28"
"48942","28"
"48943","28"
"48944","28"
"48963","28"
"48968","28"
"49199","28"
"49215","28"
"49239","28"
"49288","28"
"49291","28"
"49514","28"
"49516","28"
"49636","28"
"49642","28"
"49906","28"
"49967","28"
"50005","28"
"50146","28"
"50151","28"
"50154","28"
"50319","28"
"50507","28"
"50569","28"
"50571","28"
"50572","28"
"50840","28"
"50936","28"
"51533","28"
"51730","28"
"51731","28"
"51751","28"
"51868","28"
"52316","28"
"52384","28"
"52387","28"
"52695","28"
"52882","28"
"52947","28"
"52970","28"
"52972","28"
"53006","28"
"53163","28"
"53165","28"
"53281","28"
"53658","28"
"53720","28"
"53970","28"
"54178","28"
"54182","28"
"54321","28"
"54324","28"
"54529","28"
"54848","28"
"54851","28"
"54857","28"
"54859","28"
"54861","28"
"54864","28"
"55042","28"
"55157","28"
"55292","28"
"55741","28"
"55750","28"
"56031","28"
"56095","28"
"56251","28"
"56277","28"
"56329","28"
"56550","28"
"56563","28"
"56671","28"
"57039","28"
"57063","28"
"57100","28"
"57104","28"
"57286","28"
"57624","28"
"57661","28"
"57663","28"
"57754","28"
"58255","28"
"58311","28"
"58348","28"
"58358","28"
"58361","28"
"58363","28"
"58366","28"
"58368","28"
"58371","28"
"58409","28"
"58412","28"
"58457","28"
"58570","28"
"58679","28"
"58776","28"
"58825","28"
"58838","28"
"58885","28"
"58888","28"
"58901","28"
"58954","28"
"59292","28"
"59402","28"
"59405","28"
"59499","28"
"59843","28"
"59967","28"
"60060","28"
"60231","28"
"60280","28"
"60415","28"
"60568","28"
"61039","28"
"61040","28"
"61187","28"
"61468","28"
"61619","28"
"61757","28"
"62071","28"
"62651","28"
"62762","28"
"62960","28"
"62977","28"
"63030","28"
"63031","28"
"63032","28"
"63033","28"
"63416","28"
"63439","28"
"63444","28"
"63446","28"
"63528","28"
"63719","28"
"63721","28"
"64257","28"
"64259","28"
"64289","28"
"64300","28"
"64302","28"
"64304","28"
"64305","28"
"64306","28"
"64307","28"
"64309","28"
"64311","28"
"64314","28"
"64316","28"
"64348","28"
"64360","28"
"64363","28"
"64364","28"
"64365","28"
"64885","28"
"64891","28"
"64987","28"
"64988","28"
"64989","28"
"64990","28"
"64992","28"
"64993","28"
"64994","28"
"64996","28"
"64998","28"
"64999","28"
"65000","28"
"65191","28"
"65192","28"
"65193","28"
"65207","28"
"65649","28"
"65852","28"
"66008","28"
"66009","28"
"66011","28"
"66013","28"
"66015","28"
"66018","28"
"66019","28"
"66160","28"
"66161","28"
"66163","28"
"66167","28"
"66169","28"
"66171","28"
"66173","28"
"66208","28"
"66209","28"
"66210","28"
"66212","28"
"66217","28"
"66723","28"
"66730","28"
"66740","28"
"66752","28"
"66754","28"
"66756","28"
"66758","28"
"66759","28"
"66974","28"
"66975","28"
"66977","28"
"66980","28"
"67003","28"
"67021","28"
"67080","28"
"67097","28"
"67335","28"
"67337","28"
"67339","28"
"67340","28"
"67342","28"
"67343","28"
"67344","28"
"67345","28"
"67346","28"
"67347","28"
"67350","28"
"68422","28"
"68590","28"
"68623","28"
"68721","28"
"68742","28"
"68867","28"
"68868","28"
"68913","28"
"68942","28"
"68996","28"
"69004","28"
"69011","28"
"69155","28"
"69161","28"
"69310","28"
"69464","28"
"69521","28"
"69538","28"
"69599","28"
"69619","28"
"69727","28"
"69845","28"
"69865","28"
"70057","28"
"70542","28"
"70697","28"
"71518","28"
"71596","28"
"71987","28"
"72121","28"
"72222","28"
"72408","28"
"72435","28"
"72650","28"
"72681","28"
"72897","28"
"73414","28"
"73417","28"
"73652","28"
"73748","28"
"73749","28"
"73751","28"
"73752","28"
"73754","28"
"73800","28"
"73841","28"
"73897","28"
"74095","28"
"74227","28"
"74257","28"
"74258","28"
"74262","28"
"74263","28"
"74265","28"
"74266","28"
"74268","28"
"74269","28"
"74270","28"
"74272","28"
"74273","28"
"74274","28"
"74287","28"
"74639","28"
"75197","28"
"75256","28"
"75465","28"
"75519","28"
"75520","28"
"75569","28"
"75694","28"
"75696","28"
"75697","28"
"75699","28"
"75700","28"
"75701","28"
"75704","28"
"75708","28"
"75829","28"
"75832","28"
"75835","28"
"75837","28"
"75840","28"
"75841","28"
"75842","28"
"75843","28"
"75844","28"
"75845","28"
"75948","28"
"75983","28"
"76131","28"
"76163","28"
"76293","28"
"76294","28"
"76349","28"
"76520","28"
"76521","28"
"76523","28"
"76544","28"
"77059","28"
"77061","28"
"77132","28"
"78022","28"
"78033","28"
"78035","28"
"78166","28"
"78194","28"
"78196","28"
"79093","28"
"79434","28"
"79953","28"
"80268","28"
"80474","28"
"80477","28"
"80479","28"
"80485","28"
"80606","28"
"80779","28"
"81128","28"
"81344","28"
"81669","28"
"81870","28"
"81937","28"
"82061","28"
"82190","28"
"83016","28"
"83277","28"
"83517","28"
"83706","28"
"83876","28"
"83914","28"
"83960","28"
"84275","28"
"84819","28"
"84825","28"
"85014","28"
"85020","28"
"85258","28"
"85259","28"
"85795","28"
"86124","28"
"86275","28"
"86851","28"
"87036","28"
"88046","28"
"88048","28"
"88141","28"
"88159","28"
"88377","28"
"88381","28"
"88553","28"
"88631","28"
"88633","28"
"88806","28"
"88889","28"
"88945","28"
"88978","28"
"89433","28"
"89475","28"
"89478","28"
"89483","28"
"90018","28"
"90022","28"
"90071","28"
"90147","28"
"90548","28"
"90556","28"
"90557","28"
"90562","28"
"90565","28"
"90567","28"
"90805","28"
"90808","28"
"91007","28"
"91286","28"
"91463","28"
"91759","28"
"92360","28"
"92563","28"
"92679","28"
"92710","28"
"93387","28"
"93465","28"
"93569","28"
"93582","28"
"93754","28"
"94406","28"
"94676","28"
"94753","28"
"95955","28"
"95990","28"
"96144","28"
"96331","28"
"96664","28"
"96952","28"
"96989","28"
"96990","28"
"97150","28"
"97412","28"
"97430","28"
"97731","28"
"98171","28"
"98174","28"
"98420","28"
"98422","28"
"98567","28"
"99576","28"
"99580","28"
"99582","28"
"100943","28"
"101189","28"
"101334","28"
"102468","28"
"102477","28"
"103535","28"
"103847","28"
"104240","28"
"104259","28"
"104287","28"
"104566","28"
"104583","28"
"104586","28"
"104589","28"
"104594","28"
"104597","28"
"104606","28"
"104675","28"
"104681","28"
"104961","28"
"105001","28"
"105021","28"
"105482","28"
"105826","28"
"105872","28"
"105903","28"
"105910","28"
"105919","28"
"105976","28"
"106423","28"
"106470","28"
"106640","28"
"106651","28"
"106652","28"
"106656","28"
"106660","28"
"106661","28"
"106672","28"
"106703","28"
"106718","28"
"107010","28"
"107485","28"
"107491","28"
"107500","28"
"107714","28"
"107828","28"
"107840","28"
"107887","28"
"107891","28"
"107893","28"
"107897","28"
"107899","28"
"107900","28"
"107906","28"
"107910","28"
"108128","28"
"108268","28"
"108518","28"
"108665","28"
"108962","28"
"109088","28"
"109105","28"
"109116","28"
"110410","28"
"112437","28"
"112587","28"
"112649","28"
"112652","28"
"112700","28"
"112929","28"
"114183","28"
"114980","28"
"115651","28"
"115652","28"
"116348","28"
"117506","28"
"117522","28"
"117711","28"
"118212","28"
"118416","28"
"118442","28"
"118483","28"
"118545","28"
"119174","28"
"119340","28"
"119342","28"
"119892","28"
"120143","28"
"120713","28"
"121303","28"
"121367","28"
"121456","28"
"121823","28"
"121878","28"
"121985","28"
"122765","28"
"122880","28"
"123913","28"
"124157","28"
"124326","28"
"124870","28"
"125097","28"
"125561","28"
"125756","28"
"126498","28"
"127329","28"
"127461","28"
"127583","28"
"127849","28"
"127987","28"
"128280","28"
"128393","28"
"128486","28"
"128954","28"
"129850","28"
"130011","28"
"130473","28"
"130532","28"
"131859","28"
"131975","28"
"133234","28"
"133844","28"
"134117","28"
"134170","28"
"135061","28"
"135539","28"
"135549","28"
"135943","28"
"136303","28"
"137409","28"
"138103","28"
"138529","28"
"138530","28"
"138845","28"
"139321","28"
"140300","28"
"140985","28"
"141131","28"
"141138","28"
"141460","28"
"141461","28"
"141469","28"
"141941","28"
"142300","28"
"142387","28"
"143156","28"
"144610","28"
"144641","28"
"144841","28"
"145068","28"
"145228","28"
"145920","28"
"146530","28"
"146840","28"
"147247","28"
"147399","28"
"147400","28"
"147404","28"
"147407","28"
"147413","28"
"147423","28"
"147755","28"
"147839","28"
"147942","28"
"148380","28"
"149085","28"
"149464","28"
"149961","28"
"150230","28"
"150234","28"
"151850","28"
"152251","28"
"152421","28"
"152442","28"
"152465","28"
"152540","28"
"153145","28"
"153358","28"
"153847","28"
"153990","28"
"154261","28"
"155349","28"
"155393","28"
"155394","28"
"155397","28"
"155398","28"
"155551","28"
"156007","28"
"156076","28"
"156077","28"
"156232","28"
"156422","28"
"157202","28"
"157389","28"
"157887","28"
"158251","28"
"159228","28"
"159597","28"
"159818","28"
"160271","28"
"160365","28"
"160806","28"
"160971","28"
"161017","28"
"161295","28"
"161327","28"
"161351","28"
"161469","28"
"161604","28"
"161611","28"
"162455","28"
"164086","28"
"164427","28"
"164433","28"
"164439","28"
"165021","28"
"165548","28"
"167449","28"
"167622","28"
"169499","28"
"169809","28"
"170319","28"
"170657","28"
"170804","28"
"170805","28"
"170806","28"
"170809","28"
"170810","28"
"170812","28"
"170814","28"
"171400","28"
"172239","28"
"172615","28"
"172627","28"
"172642","28"
"172645","28"
"172661","28"
"172700","28"
"172745","28"
"172766","28"
"172786","28"
"172788","28"
"172940","28"
"172972","28"
"172980","28"
"173001","28"
"173008","28"
"173015","28"
"173038","28"
"173042","28"
"173124","28"
"173776","28"
"174108","28"
"174127","28"
"174765","28"
"175274","28"
"175821","28"
"175843","28"
"176023","28"
"177499","28"
"179631","28"
"179940","28"
"179944","28"
"180532","28"
"180755","28"
"181009","28"
"181110","28"
"181633","28"
"181648","28"
"181757","28"
"181870","28"
"182012","28"
"182030","28"
"182127","28"
"182311","28"
"182314","28"
"182327","28"
"182335","28"
"182878","28"
"183540","28"
"183783","28"
"184173","28"
"185004","28"
"185309","28"
"185885","28"
"186022","28"
"186518","28"
"186695","28"
"186881","28"
"186882","28"
"186890","28"
"186896","28"
"186903","28"
"186914","28"
"186926","28"
"186927","28"
"187014","28"
"187015","28"
"187020","28"
"187050","28"
"187369","28"
"187378","28"
"187382","28"
"187387","28"
"187392","28"
"187403","28"
"187406","28"
"187422","28"
"187439","28"
"187440","28"
"187447","28"
"187464","28"
"187466","28"
"187473","28"
"187490","28"
"187496","28"
"187500","28"
"187659","28"
"187674","28"
"187682","28"
"187686","28"
"187705","28"
"187707","28"
"187724","28"
"187727","28"
"187738","28"
"187751","28"
"187752","28"
"187897","28"
"187996","28"
"188982","28"
"190423","28"
"191324","28"
"191504","28"
"191531","28"
"192177","28"
"192226","28"
"192239","28"
"192257","28"
"192871","28"
"192933","28"
"194200","28"
"194429","28"
"195300","28"
"196385","28"
"197055","28"
"197338","28"
"197427","28"
"197456","28"
"197809","28"
"198157","28"
"198303","28"
"198309","28"
"198945","28"
"199296","28"
"199635","28"
"199638","28"
"199792","28"
"199796","28"
"201099","28"
"201347","28"
"201531","28"
"201706","28"
"202179","28"
"202182","28"
"202220","28"
"203503","28"
"203509","28"
"203803","28"
"203916","28"
"204202","28"
"204553","28"
"205464","28"
"205575","28"
"206260","28"
"206443","28"
"206446","28"
"206450","28"
"206452","28"
"206453","28"
"206455","28"
"206592","28"
"206600","28"
"206697","28"
"207052","28"
"207340","28"
"208210","28"
"208543","28"
"210333","28"
"210911","28"
"211126","28"
"211513","28"
"211866","28"
"212273","28"
"212375","28"
"212996","28"
"213015","28"
"213167","28"
"213360","28"
"214415","28"
"214712","28"
"217075","28"
"217631","28"
"217923","28"
"218801","28"
"219187","28"
"219572","28"
"220585","28"
"220587","28"
"220594","28"
"220724","28"
"220887","28"
"221014","28"
"221059","28"
"221062","28"
"221076","28"
"221536","28"
"222216","28"
"222245","28"
"222303","28"
"225262","28"
"227733","28"
"230832","28"
"230839","28"
"231017","28"
"231047","28"
"231743","28"
"232569","28"
"232574","28"
"232595","28"
"232604","28"
"232606","28"
"232644","28"
"232663","28"
"232678","28"
"233112","28"
"233361","28"
"234227","28"
"239028","28"
"239801","28"
"240106","28"
"240323","28"
"240477","28"
"240874","28"
"241375","28"
"241957","28"
"242163","28"
"244114","28"
"244495","28"
"245592","28"
"246708","28"
"246926","28"
"246942","28"
"247954","28"
"248376","28"
"250049","28"
"250482","28"
"250638","28"
"250781","28"
"250809","28"
"250937","28"
"250946","28"
"251531","28"
"251749","28"
"251777","28"
"252041","28"
"252168","28"
"252220","28"
"252319","28"
"252505","28"
"253278","28"
"253450","28"
"254585","28"
"254672","28"
"254765","28"
"255218","28"
"255242","28"
"255245","28"
"255599","28"
"255602","28"
"255612","28"
"256834","28"
"257501","28"
"257648","28"
"257881","28"
"258437","28"
"260419","28"
"261123","28"
"261132","28"
"261161","28"
"261164","28"
"261166","28"
"261168","28"
"261181","28"
"261183","28"
"261200","28"
"261241","28"
"261242","28"
"261258","28"
"261292","28"
"261293","28"
"261469","28"
"261499","28"
"261502","28"
"261503","28"
"262137","28"
"263341","28"
"264539","28"
"265710","28"
"265895","28"
"266874","28"
"269651","28"
"270774","28"
"271273","28"
"272456","28"
"273845","28"
"274862","28"
"275639","28"
"275663","28"
"275673","28"
"276090","28"
"277718","28"
"277773","28"
"278778","28"
"279740","28"
"280928","28"
"281072","28"
"282156","28"
"282469","28"
"283473","28"
"283571","28"
"283913","28"
"284113","28"
"288299","28"
"289732","28"
"290759","28"
"290864","28"
"292283","28"
"293071","28"
"293243","28"
"293251","28"
"293252","28"
"293253","28"
"293465","28"
"294871","28"
"294993","28"
"295273","28"
"297552","28"
"297747","28"
"298203","28"
"298458","28"
"299041","28"
"299738","28"
"299822","28"
"299824","28"
"300168","28"
"303462","28"
"303481","28"
"303501","28"
"303527","28"
"305111","28"
"306295","28"
"306557","28"
"306750","28"
"308899","28"
"310554","28"
"310570","28"
"311324","28"
"311702","28"
"312729","28"
"312890","28"
"313046","28"
"313466","28"
"313735","28"
"314866","28"
"315509","28"
"315669","28"
"316783","28"
"316860","28"
"319569","28"
"320303","28"
"320747","28"
"320955","28"
"321503","28"
"322160","28"
"322776","28"
"325190","28"
"325701","28"
"330459","28"
"331576","28"
"333024","28"
"333027","28"
"333028","28"
"334138","28"
"334281","28"
"334298","28"
"336269","28"
"336419","28"
"336441","28"
"338421","28"
"341405","28"
"342127","28"
"343059","28"
"344070","28"
"345235","28"
"345829","28"
"346335","28"
"347885","28"
"348595","28"
"351243","28"
"351719","28"
"352612","28"
"355045","28"
"355988","28"
"355996","28"
"356006","28"
"356050","28"
"356139","28"
"356237","28"
"356427","28"
"356568","28"
"356592","28"
"356784","28"
"357711","28"
"357940","28"
"358701","28"
"359879","28"
"360186","28"
"360297","28"
"360411","28"
"360423","28"
"360425","28"
"360816","28"
"360876","28"
"365222","28"
"367195","28"
"367206","28"
"368195","28"
"369538","28"
"369749","28"
"370300","28"
"371163","28"
"372782","28"
"372810","28"
"372986","28"
"372988","28"
"372989","28"
"372990","28"
"373067","28"
"373200","28"
"373571","28"
"373922","28"
"374258","28"
"374993","28"
"374997","28"
"376042","28"
"377447","28"
"378065","28"
"378884","28"
"378885","28"
"378887","28"
"378889","28"
"378892","28"
"378893","28"
"378894","28"
"378896","28"
"378897","28"
"378913","28"
"379149","28"
"380104","28"
"380819","28"
"381902","28"
"383785","28"
"384209","28"
"385958","28"
"386624","28"
"387578","28"
"387747","28"
"387932","28"
"388493","28"
"390998","28"
"391355","28"
"392679","28"
"394495","28"
"395575","28"
"395694","28"
"395881","28"
"395999","28"
"396276","28"
"396450","28"
"397061","28"
"397152","28"
"398018","28"
"398021","28"
"399069","28"
"399084","28"
"399186","28"
"399295","28"
"399300","28"
"399551","28"
"399566","28"
"401081","28"
"401712","28"
"401786","28"
"401788","28"
"401926","28"
"402382","28"
"402493","28"
"402506","28"
"402548","28"
"402702","28"
"403741","28"
"404300","28"
"404334","28"
"404481","28"
"405414","28"
"406429","28"
"407189","28"
"407400","28"
"407530","28"
"407664","28"
"410938","28"
"410992","28"
"411268","28"
"411432","28"
"411603","28"
"411815","28"
"411907","28"
"412305","28"
"412891","28"
"413129","28"
"413197","28"
"413198","28"
"413475","28"
"413658","28"
"413745","28"
